现在阿根廷球星留长发的几乎没有了吧？,梅西vs拉姆,6,https://tieba.baidu.com/p/6068385960
终结9场进球荒莱万破门助波兰欧预赛收获连胜,陪小刃,2,https://tieba.baidu.com/p/6079162268
求推荐制冰机,力莉薇,0,https://tieba.baidu.com/p/5745133662
世界【可推】杯双煞发威 俄罗斯队豪赌进【嘿嘿】攻大胜竞争【五,TG001Y,0,https://tieba.baidu.com/p/6079139526
50个现在社会生存潜规则，你能做到几个？,陪小刃,3,https://tieba.baidu.com/p/6079134877
你爱的是足球吗？,陪小刃,20,https://tieba.baidu.com/p/6078240435
永远不要对自己做的20件事,陪小刃,22,https://tieba.baidu.com/p/6079073113
负能量漫画,陪小刃,13,https://tieba.baidu.com/p/6079046702
以色列不败让胜，苏格兰很可能穿盘大4球吧，德国队不败平负受让,馒头吃足...,1,https://tieba.baidu.com/p/6078806855
周末愉快🔨,Sariel51,1,https://tieba.baidu.com/p/6078730358
信小鹿，得长生,足球仙女...,14,https://tieba.baidu.com/p/6077582502
手牵手 一步俩步三步四步  快上车,足球仙女...,8,https://tieba.baidu.com/p/6078420587
数学大赛中国选手“全军覆没”，算不算“禁奥令”的锅？,hexiaoya316,0,https://tieba.baidu.com/p/6074077621
这个吧是不是禁止我发言了嘛,黑单的碧...,0,https://tieba.baidu.com/p/6078892072
鸠摩智是不是完爆金轮法王,318ryCC9,1,https://tieba.baidu.com/p/6072966096
分享一些世界杯足球知识,世界杯,11,https://tieba.baidu.com/p/6078726500
乌拉圭将助力广西培育足球人才,欧巴,0,https://tieba.baidu.com/p/6078312111
欧洲杯：荷兰VS德国,逍遥XX,11,https://tieba.baidu.com/p/6078513969
球星从娃娃抓起！苏亚雷斯儿子在家踢足球,欧巴,1,https://tieba.baidu.com/p/6078312444
世界杯详解,全国最帥...,268,https://tieba.baidu.com/p/6077215730
你觉得世界杯扩军到多少支中国有把握,太极图,5,https://tieba.baidu.com/p/6077211792
世界纪录！当这场女足联赛迎来60739人现场观战,陪小刃,5,https://tieba.baidu.com/p/6078476515
哀兵必胜？荷兰将在克鲁伊夫逝世三周年忌日迎战德国,uzeghhfs24865,3,https://tieba.baidu.com/p/6078376013
国家队总身价排行：法国居首 英格兰第二、德国第三,迷人小仙...,4,https://tieba.baidu.com/p/6078332966
南非两只猎豹用石头代替足球进行比赛,欧巴,2,https://tieba.baidu.com/p/6078313870
巴乔、菲戈、托蒂、里瓦尔多 传奇杯足球全明星中国赛大牌云集,欧巴,0,https://tieba.baidu.com/p/6078313162
重视草根足球 泰国队主教练透露球队成长秘密,欧巴,3,https://tieba.baidu.com/p/6078310190
希丁克：中国国奥队也可以踢现代足球、精彩的足球,欧巴,0,https://tieba.baidu.com/p/6078309424
欧洲杯的吸引力仅次于世界杯。。哈哈 我个人认为,苏俊琪察,0,https://tieba.baidu.com/p/6078285673
C罗：不想念西班牙，那里有的意大利都有,楚云飞中将,7,https://tieba.baidu.com/p/6065020627
为什么这个贴吧的帖子都是只有标题没有内容？,让杰兰特...,3,https://tieba.baidu.com/p/5749298459
各位大佬，小白请教一个问题,从此永久...,3,https://tieba.baidu.com/p/6077102738
姆巴佩：最难忘的生日是14岁时在皇马见到齐达内和C罗,三和红姐...,2,https://tieba.baidu.com/p/5983791316
....,陪小刃,0,https://tieba.baidu.com/p/6078195269
专栏 | 我收过曼联的红包,陪小刃,15,https://tieba.baidu.com/p/6078171205
卡里乌斯：过去从未消逝，它甚至从未过去,陪小刃,10,https://tieba.baidu.com/p/5984359078
格子加油！球王,中联之路叉,1,https://tieba.baidu.com/p/6078054644
格子加油！球王,3哎呦菊...,1,https://tieba.baidu.com/p/6078051845
这场比赛的很多都是荷兰或德国的忠实球迷。,杰瑞氏66,0,https://tieba.baidu.com/p/6078045923
人人向往的职业足坛，竟也有不喜欢足球的球员？,陪小刃,12,https://tieba.baidu.com/p/6078042634
这场比赛的平局确实值得注意。,杰瑞氏66,0,https://tieba.baidu.com/p/6078045374
专栏 | 女人，我要对你解释足球！,陪小刃,14,https://tieba.baidu.com/p/6077961534
闪耀夺目，独一无二的世界杯冠军戒指诞生,陪小刃,6,https://tieba.baidu.com/p/6077955630
向对手做出不当手势，阿里或将受到处罚,uzeghhfs24865,11,https://tieba.baidu.com/p/6077388524
中学劲爆女生为争夺男友持钢管群殴,贴吧用户_...,0,https://tieba.baidu.com/p/6077815432
我就想知道 今晚得多少人天台,王阳阳,2,https://tieba.baidu.com/p/5756157017
所以人不能贪心，要脚踏实地。远离狗亚诈骗。,baby每天多一点,10,https://tieba.baidu.com/p/6044386443
西甲豪门挖角中超悍将竟被拒！不甘心紧随武磊，新赛季要冲金靴！,涩宁儿,7,https://tieba.baidu.com/p/6073874827
格列兹曼追平本泽马，成为法国队历史进球榜上第9射手,uzeghhfs24865,0,https://tieba.baidu.com/p/6077382675
今晚欧洲杯和中国杯你怎么看。,瓦斯特呀,6,https://tieba.baidu.com/p/6076062791
格子传射吉鲁姆巴佩破门，法国4-1摩尔多瓦,楚云飞中将,3,https://tieba.baidu.com/p/6077078677
女足世界杯东道主法国队友谊赛不敌德国队,因谁起,10,https://tieba.baidu.com/p/6053182504
预测2018世界杯四强对战  14世界杯已经预测对了冠军 跟四强,速度没时...,85,https://tieba.baidu.com/p/3875354527
葡萄牙VS乌克兰  精彩啊,国足威武龙,3,https://tieba.baidu.com/p/6076403551
国足VS乌兹别黒   首发阵容,迷人小仙...,9,https://tieba.baidu.com/p/6076531483
广西体彩助力“中国杯”国际足球锦标赛,欧巴,2,https://tieba.baidu.com/p/6075434574
NBA 早上8:00 火箭VS马刺  刺激,迷人小仙...,1,https://tieba.baidu.com/p/6076683959
（预言贴）2018年世界杯,Yeezy,20,https://tieba.baidu.com/p/3160565526
今天有时间，法国队穿盘，多德勒支不败让负，欧冠阿尔巴尼不败让,馒头吃足...,0,https://tieba.baidu.com/p/6076630153
2018阿根廷、意大利或法国必将封王！,睿智就是好,62,https://tieba.baidu.com/p/3920015683
恭喜！武磊征服巴萨旧将获赞：最大优势进很多球 两缺点输起跑线,涩宁儿,1,https://tieba.baidu.com/p/6076437651
沙特阿拉伯为什么只厉害了一届世界杯，之后就不行了,门前的幽...,26,https://tieba.baidu.com/p/4863746698
十大让对手球迷起立鼓掌的场景：伯纳乌爱如潮水，梅西独占两席,uzeghhfs24865,10,https://tieba.baidu.com/p/6074842225
2020年卡塔尔世界杯预测—法国摆脱小组出局魔咒，决赛会师德国,fbfzbbz,35,https://tieba.baidu.com/p/6062450043
